Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2011-07-26,93.53,6.47,1.71,0.00,0.00,0.00,8
2011-07-19,93.53,6.47,1.71,0.00,0.00,0.00,8
2011-07-12,93.53,6.47,1.71,0.00,0.00,0.00,8
2011-07-05,93.22,6.78,1.71,0.00,0.00,0.00,8
2011-06-28,92.64,7.36,1.71,0.00,0.00,0.00,9
2011-06-21,96.71,3.29,1.32,0.00,0.00,0.00,5
2011-06-14,96.71,3.29,1.32,0.00,0.00,0.00,5
2011-06-07,96.71,3.29,1.32,0.00,0.00,0.00,5
2011-05-31,96.71,3.29,1.32,0.00,0.00,0.00,5
2011-05-24,96.72,3.28,1.35,0.00,0.00,0.00,5
2011-05-17,96.54,3.46,1.58,0.00,0.00,0.00,5
2011-05-10,96.54,3.46,0.00,0.00,0.00,0.00,3
2011-05-03,96.96,3.04,0.00,0.00,0.00,0.00,3
2011-04-26,96.96,3.04,0.00,0.00,0.00,0.00,3
2011-04-19,96.96,3.04,0.00,0.00,0.00,0.00,3
2011-04-12,96.96,3.04,0.00,0.00,0.00,0.00,3
2011-04-05,96.96,3.04,0.00,0.00,0.00,0.00,3
2011-03-29,96.80,3.20,0.00,0.00,0.00,0.00,3
2011-03-22,96.92,3.08,0.00,0.00,0.00,0.00,3
2011-03-15,96.92,3.08,0.00,0.00,0.00,0.00,3
2011-03-08,99.30,0.70,0.00,0.00,0.00,0.00,1
2011-03-01,99.30,0.70,0.00,0.00,0.00,0.00,1
2011-02-22,99.30,0.70,0.00,0.00,0.00,0.00,1
2011-02-15,99.30,0.70,0.00,0.00,0.00,0.00,1
2011-02-08,95.32,4.68,0.00,0.00,0.00,0.00,5
2011-02-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-01-04,99.54,0.46,0.00,0.00,0.00,0.00,0
2010-12-28,97.39,2.61,0.00,0.00,0.00,0.00,3
2010-12-21,96.00,4.00,0.00,0.00,0.00,0.00,4
2010-12-14,94.95,5.05,0.00,0.00,0.00,0.00,5
2010-12-07,86.98,13.02,0.00,0.00,0.00,0.00,13
2010-11-30,85.75,14.25,0.00,0.00,0.00,0.00,14
2010-11-23,82.64,17.36,0.00,0.00,0.00,0.00,17
2010-11-16,81.92,18.08,0.00,0.00,0.00,0.00,18
2010-11-09,81.12,18.88,0.00,0.00,0.00,0.00,19
2010-11-02,81.12,18.88,0.00,0.00,0.00,0.00,19
2010-10-26,81.12,18.88,0.00,0.00,0.00,0.00,19
2010-10-19,60.44,39.56,3.63,0.00,0.00,0.00,43
2010-10-12,60.44,39.56,3.63,0.00,0.00,0.00,43
2010-10-05,60.44,39.56,3.63,0.00,0.00,0.00,43
2010-09-28,60.44,39.56,3.63,0.00,0.00,0.00,43
2010-09-21,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-09-14,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-09-07,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-08-31,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-08-24,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-08-17,76.72,23.28,0.47,0.00,0.00,0.00,24
2010-08-10,76.70,23.30,0.47,0.00,0.00,0.00,24
2010-08-03,76.70,23.30,1.19,0.00,0.00,0.00,24
2010-07-27,74.83,25.17,1.54,0.00,0.00,0.00,27
2010-07-20,81.43,18.57,0.06,0.00,0.00,0.00,19
2010-07-13,86.93,13.07,0.00,0.00,0.00,0.00,13
2010-07-06,86.93,13.07,0.00,0.00,0.00,0.00,13
2010-06-29,68.88,31.12,1.03,0.00,0.00,0.00,32
2010-06-22,68.88,31.12,1.03,0.00,0.00,0.00,32
2010-06-15,68.88,31.12,1.03,0.00,0.00,0.00,32
2010-06-08,68.88,31.12,3.43,0.00,0.00,0.00,35
2010-06-01,44.81,55.19,1.50,0.00,0.00,0.00,57
2010-05-25,44.81,55.19,1.50,0.00,0.00,0.00,57
2010-05-18,43.90,56.10,3.99,0.03,0.00,0.00,60
2010-05-11,42.10,57.90,3.99,0.03,0.00,0.00,62
2010-05-04,42.11,57.89,3.99,0.03,0.00,0.00,62
2010-04-27,42.11,57.89,3.99,0.03,0.00,0.00,62
2010-04-20,42.11,57.89,3.99,0.03,0.00,0.00,62
2010-04-13,42.03,57.97,3.99,0.03,0.00,0.00,62
2010-04-06,39.28,60.72,3.99,0.03,0.00,0.00,65
2010-03-30,39.28,60.72,3.99,0.03,0.00,0.00,65
2010-03-23,39.14,60.86,4.22,0.03,0.00,0.00,65
2010-03-16,21.17,78.83,5.21,0.03,0.00,0.00,84
2010-03-09,6.52,93.48,11.64,0.19,0.00,0.00,105
2010-03-02,6.42,93.58,11.64,0.26,0.00,0.00,105
2010-02-23,6.42,93.58,11.64,0.26,0.00,0.00,105
2010-02-16,5.45,94.55,12.30,0.26,0.00,0.00,107
2010-02-09,5.47,94.53,12.30,0.26,0.00,0.00,107
2010-02-02,5.47,94.53,12.65,0.26,0.00,0.00,107
2010-01-26,5.48,94.52,12.65,0.69,0.00,0.00,108
2010-01-19,5.48,94.52,27.90,5.22,0.00,0.00,128
2010-01-12,5.48,94.52,21.53,5.22,0.00,0.00,121
2010-01-05,29.18,70.82,18.83,3.16,0.00,0.00,93
2009-12-29,34.65,65.35,18.83,3.18,0.00,0.00,87
2009-12-22,34.74,65.26,18.83,3.18,0.00,0.00,87
2009-12-15,34.74,65.26,18.83,3.18,0.00,0.00,87
2009-12-08,34.74,65.26,18.83,3.18,0.00,0.00,87
2009-12-01,34.72,65.28,18.83,3.18,0.00,0.00,87
2009-11-24,34.72,65.28,18.65,3.18,0.00,0.00,87
2009-11-17,50.03,49.97,10.34,1.29,0.00,0.00,62
2009-11-10,50.03,49.97,10.31,1.29,0.00,0.00,62
2009-11-03,69.34,30.66,5.51,1.29,0.00,0.00,37
2009-10-27,69.34,30.66,5.51,1.29,0.00,0.00,37
2009-10-20,69.34,30.66,5.51,1.35,0.00,0.00,38
2009-10-13,69.34,30.66,5.51,1.35,0.00,0.00,38
2009-10-06,69.34,30.66,3.58,0.00,0.00,0.00,34
2009-09-29,69.34,30.66,3.56,0.00,0.00,0.00,34
2009-09-22,69.34,30.66,0.01,0.00,0.00,0.00,31
2009-09-15,69.74,30.26,0.00,0.00,0.00,0.00,30
2009-09-08,54.45,45.55,2.33,0.00,0.00,0.00,48
2009-09-01,55.20,44.80,0.00,0.00,0.00,0.00,45
2009-08-25,83.85,16.15,0.00,0.00,0.00,0.00,16
2009-08-18,97.24,2.76,0.00,0.00,0.00,0.00,3
2009-08-11,97.24,2.76,0.00,0.00,0.00,0.00,3
2009-08-04,97.22,2.78,0.00,0.00,0.00,0.00,3
2009-07-28,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-07-21,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-07-14,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-07-07,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-06-30,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-06-23,97.99,2.01,0.00,0.00,0.00,0.00,2
2009-06-16,96.66,3.34,0.00,0.00,0.00,0.00,3
2009-06-09,96.30,3.70,0.39,0.00,0.00,0.00,4
2009-06-02,95.61,4.39,0.57,0.00,0.00,0.00,5
2009-05-26,95.56,4.44,0.57,0.00,0.00,0.00,5
2009-05-19,68.54,31.46,0.57,0.00,0.00,0.00,32
2009-05-12,71.73,28.27,0.57,0.00,0.00,0.00,29
2009-05-05,66.50,33.50,0.14,0.00,0.00,0.00,34
2009-04-28,52.43,47.57,1.11,0.00,0.00,0.00,49
2009-04-21,42.97,57.03,10.59,0.00,0.00,0.00,68
2009-04-14,40.18,59.82,13.32,0.00,0.00,0.00,73
2009-04-07,42.78,57.22,13.32,0.00,0.00,0.00,71
2009-03-31,41.83,58.17,12.01,0.00,0.00,0.00,70
2009-03-24,41.83,58.17,12.01,0.00,0.00,0.00,70
2009-03-17,55.66,44.34,12.01,0.00,0.00,0.00,56
2009-03-10,55.66,44.34,12.01,0.00,0.00,0.00,56
2009-03-03,55.66,44.34,15.39,0.00,0.00,0.00,60
2009-02-24,55.66,44.34,15.39,0.00,0.00,0.00,60
2009-02-17,55.66,44.34,15.39,2.05,0.00,0.00,62
2009-02-10,53.11,46.89,20.80,2.05,0.00,0.00,70
2009-02-03,53.11,46.89,20.86,2.05,0.00,0.00,70
2009-01-27,53.18,46.82,20.86,2.05,0.00,0.00,70
2009-01-20,53.38,46.62,20.86,2.05,0.00,0.00,70
2009-01-13,53.38,46.62,20.86,2.05,0.00,0.00,70
2009-01-06,53.38,46.62,20.86,2.05,0.00,0.00,70
2008-12-30,53.28,46.72,20.86,2.05,0.00,0.00,70
2008-12-23,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-12-16,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-12-09,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-12-02,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-11-25,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-11-18,41.74,58.26,20.86,2.05,0.00,0.00,81
2008-11-11,53.17,46.83,20.86,2.05,0.00,0.00,70
2008-11-04,53.84,46.16,20.86,2.05,0.00,0.00,69
2008-10-28,53.84,46.16,20.86,2.05,0.00,0.00,69
2008-10-21,53.92,46.08,20.80,2.08,0.00,0.00,69
2008-10-14,60.10,39.90,12.11,0.00,0.00,0.00,52
2008-10-07,60.06,39.94,11.91,0.00,0.00,0.00,52
2008-09-30,60.06,39.94,12.50,0.00,0.00,0.00,52
2008-09-23,60.06,39.94,12.50,0.00,0.00,0.00,52
2008-09-16,60.06,39.94,12.26,0.00,0.00,0.00,52
2008-09-09,63.02,36.98,12.26,0.00,0.00,0.00,49
2008-09-02,63.02,36.98,12.26,0.00,0.00,0.00,49
2008-08-26,70.41,29.59,1.30,0.00,0.00,0.00,31
2008-08-19,70.41,29.59,1.30,0.00,0.00,0.00,31
2008-08-12,70.33,29.67,1.30,0.00,0.00,0.00,31
2008-08-05,70.66,29.34,1.30,0.00,0.00,0.00,31
2008-07-29,73.86,26.14,1.30,0.00,0.00,0.00,27
2008-07-22,73.86,26.14,0.31,0.00,0.00,0.00,26
2008-07-15,73.86,26.14,0.31,0.00,0.00,0.00,26
2008-07-08,72.53,27.47,4.90,0.00,0.00,0.00,32
2008-07-01,72.53,27.47,4.90,0.00,0.00,0.00,32
2008-06-24,72.53,27.47,10.35,0.00,0.00,0.00,38
2008-06-17,72.53,27.47,10.28,0.00,0.00,0.00,38
2008-06-10,72.53,27.47,4.87,0.00,0.00,0.00,32
2008-06-03,72.44,27.56,4.87,0.00,0.00,0.00,32
2008-05-27,72.44,27.56,4.87,0.00,0.00,0.00,32
2008-05-20,61.60,38.40,6.86,0.00,0.00,0.00,45
2008-05-13,61.58,38.42,6.86,0.00,0.00,0.00,45
2008-05-06,61.58,38.42,6.86,0.00,0.00,0.00,45
2008-04-29,65.41,34.59,8.45,0.00,0.00,0.00,43
2008-04-22,66.41,33.59,8.45,0.00,0.00,0.00,42
2008-04-15,66.41,33.59,8.45,3.54,0.00,0.00,46
2008-04-08,66.03,33.97,8.45,3.54,0.00,0.00,46
2008-04-01,50.34,49.66,27.34,15.06,0.00,0.00,92
2008-03-25,44.52,55.48,24.16,16.06,0.00,0.00,96
2008-03-18,44.52,55.48,24.16,16.06,0.00,0.00,96
2008-03-11,44.52,55.48,24.16,16.06,0.00,0.00,96
2008-03-04,44.52,55.48,24.16,16.06,0.00,0.00,96
2008-02-26,4.44,95.56,47.69,20.44,0.00,0.00,164
2008-02-19,4.44,95.56,47.69,20.44,0.00,0.00,164
2008-02-12,4.44,95.56,47.69,20.44,0.00,0.00,164
2008-02-05,4.44,95.56,82.45,28.10,0.00,0.00,206
2008-01-29,4.20,95.80,82.45,28.72,0.00,0.00,207
2008-01-22,4.20,95.80,84.77,36.34,0.00,0.00,217
2008-01-15,4.20,95.80,84.88,36.34,0.00,0.00,217
2008-01-08,4.20,95.80,84.88,36.34,0.00,0.00,217
2008-01-01,4.15,95.85,89.05,56.35,0.00,0.00,241
2007-12-25,4.15,95.85,89.05,56.35,0.00,0.00,241
2007-12-18,4.15,95.85,89.05,56.35,0.00,0.00,241
2007-12-11,4.15,95.85,88.79,56.35,0.00,0.00,241
2007-12-04,4.15,95.85,88.79,56.35,0.00,0.00,241
2007-11-27,2.34,97.66,91.55,60.28,0.00,0.00,249
2007-11-20,2.34,97.66,91.55,60.28,0.00,0.00,249
2007-11-13,2.34,97.66,91.55,60.28,0.00,0.00,249
2007-11-06,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-10-30,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-10-23,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-10-16,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-10-09,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-10-02,2.46,97.54,91.55,59.39,0.00,0.00,248
2007-09-25,0.00,100.00,97.09,60.08,0.00,0.00,257
2007-09-18,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-09-11,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-09-04,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-08-28,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-08-21,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-08-14,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-08-07,0.00,100.00,100.00,95.12,0.00,0.00,295
2007-07-31,0.00,100.00,100.00,98.45,0.00,0.00,298
2007-07-24,0.00,100.00,100.00,85.97,0.00,0.00,286
2007-07-17,0.00,100.00,100.00,18.28,0.00,0.00,218
2007-07-10,0.00,100.00,100.00,18.28,0.00,0.00,218
2007-07-03,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-06-26,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-06-19,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-06-12,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-06-05,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-05-29,0.00,100.00,100.00,11.87,0.00,0.00,212
2007-05-22,0.00,100.00,99.99,11.87,0.00,0.00,212
2007-05-15,0.00,100.00,99.99,11.87,0.00,0.00,212
2007-05-08,0.00,100.00,99.99,11.16,0.00,0.00,211
2007-05-01,0.00,100.00,99.99,11.16,0.00,0.00,211
2007-04-24,0.00,100.00,100.00,10.19,0.00,0.00,210
2007-04-17,0.00,100.00,100.00,10.20,0.00,0.00,210
2007-04-10,0.00,100.00,100.00,1.37,0.00,0.00,201
2007-04-03,0.00,100.00,100.00,1.37,0.00,0.00,201
2007-03-27,0.00,100.00,100.00,1.41,0.00,0.00,201
2007-03-20,0.00,100.00,9.79,0.80,0.00,0.00,111
2007-03-13,0.00,100.00,7.62,0.04,0.00,0.00,108
2007-03-06,0.00,100.00,4.53,0.04,0.00,0.00,105
2007-02-27,0.00,100.00,1.95,0.04,0.00,0.00,102
2007-02-20,0.00,100.00,1.79,0.03,0.00,0.00,102
2007-02-13,0.00,100.00,1.79,0.03,0.00,0.00,102
2007-02-06,38.72,61.28,1.79,0.03,0.00,0.00,63
2007-01-30,83.75,16.25,1.79,0.03,0.00,0.00,18
2007-01-23,83.78,16.22,1.79,0.03,0.00,0.00,18
2007-01-16,92.75,7.25,1.79,0.03,0.00,0.00,9
2007-01-09,92.75,7.25,1.79,0.03,0.00,0.00,9
2007-01-02,93.35,6.65,0.67,0.00,0.00,0.00,7
2006-12-26,93.17,6.83,0.67,0.00,0.00,0.00,8
2006-12-19,93.17,6.83,0.67,0.00,0.00,0.00,8
2006-12-12,93.29,6.71,0.98,0.00,0.00,0.00,8
2006-12-05,92.23,7.77,0.98,0.00,0.00,0.00,9
2006-11-28,90.23,9.77,0.48,0.00,0.00,0.00,10
2006-11-21,91.27,8.73,0.00,0.00,0.00,0.00,9
2006-11-14,91.13,8.87,0.00,0.00,0.00,0.00,9
2006-11-07,91.13,8.87,0.00,0.00,0.00,0.00,9
2006-10-31,91.13,8.87,0.00,0.00,0.00,0.00,9
2006-10-24,90.76,9.24,0.00,0.00,0.00,0.00,9
2006-10-17,90.76,9.24,0.00,0.00,0.00,0.00,9
2006-10-10,90.76,9.24,0.00,0.00,0.00,0.00,9
2006-10-03,77.00,23.00,4.83,0.00,0.00,0.00,28
2006-09-26,76.59,23.41,4.83,0.00,0.00,0.00,28
2006-09-19,76.54,23.46,5.03,0.00,0.00,0.00,28
2006-09-12,76.54,23.46,6.81,0.00,0.00,0.00,30
2006-09-05,79.26,20.74,7.91,0.00,0.00,0.00,29
2006-08-29,79.26,20.74,7.91,0.00,0.00,0.00,29
2006-08-22,78.41,21.59,7.91,0.00,0.00,0.00,30
2006-08-15,76.42,23.58,9.21,0.00,0.00,0.00,33
2006-08-08,78.03,21.97,8.67,0.00,0.00,0.00,31
2006-08-01,77.97,22.03,8.67,0.00,0.00,0.00,31
2006-07-25,76.23,23.77,8.68,0.12,0.00,0.00,33
2006-07-18,76.23,23.77,8.68,0.12,0.00,0.00,33
2006-07-11,74.58,25.42,8.61,0.12,0.00,0.00,34
2006-07-04,75.77,24.23,8.09,0.51,0.00,0.00,33
2006-06-27,75.67,24.33,7.88,0.51,0.00,0.00,33
2006-06-20,77.97,22.03,5.66,0.51,0.00,0.00,28
2006-06-13,77.97,22.03,5.66,0.51,0.00,0.00,28
2006-06-06,76.55,23.45,5.86,0.54,0.00,0.00,30
2006-05-30,76.55,23.45,5.50,0.00,0.00,0.00,29
2006-05-23,76.30,23.70,5.39,0.00,0.00,0.00,29
2006-05-16,76.30,23.70,2.76,0.00,0.00,0.00,26
2006-05-09,76.30,23.70,2.76,0.00,0.00,0.00,26
2006-05-02,76.30,23.70,2.84,0.00,0.00,0.00,27
2006-04-25,80.03,19.97,3.10,0.00,0.00,0.00,23
2006-04-18,80.03,19.97,2.79,0.00,0.00,0.00,23
2006-04-11,80.03,19.97,2.79,0.00,0.00,0.00,23
2006-04-04,80.03,19.97,2.79,0.00,0.00,0.00,23
2006-03-28,76.87,23.13,1.60,0.00,0.00,0.00,25
2006-03-21,71.41,28.59,0.36,0.00,0.00,0.00,29
2006-03-14,71.41,28.59,0.36,0.00,0.00,0.00,29
2006-03-07,67.90,32.10,0.60,0.00,0.00,0.00,33
2006-02-28,67.20,32.80,0.72,0.00,0.00,0.00,34
2006-02-21,75.06,24.94,0.77,0.00,0.00,0.00,26
2006-02-14,77.70,22.30,0.41,0.00,0.00,0.00,23
2006-02-07,80.30,19.70,0.41,0.00,0.00,0.00,20
2006-01-31,80.66,19.34,0.39,0.00,0.00,0.00,20
2006-01-24,80.67,19.33,0.02,0.00,0.00,0.00,19
2006-01-17,83.99,16.01,0.02,0.00,0.00,0.00,16
2006-01-10,83.43,16.57,0.15,0.00,0.00,0.00,17
2006-01-03,83.43,16.57,0.78,0.00,0.00,0.00,17
2005-12-27,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-12-20,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-12-13,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-12-06,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-11-29,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-11-22,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-11-15,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-11-08,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-11-01,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-10-25,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-10-18,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-10-11,82.79,17.21,1.74,0.00,0.00,0.00,19
2005-10-04,82.79,17.21,1.75,0.00,0.00,0.00,19
2005-09-27,79.79,20.21,2.43,0.00,0.00,0.00,23
2005-09-20,79.86,20.14,2.47,0.00,0.00,0.00,23
2005-09-13,79.08,20.92,2.79,0.00,0.00,0.00,24
2005-09-06,79.08,20.92,2.79,0.00,0.00,0.00,24
2005-08-30,78.95,21.05,2.79,0.00,0.00,0.00,24
2005-08-23,79.07,20.93,2.79,0.00,0.00,0.00,24
2005-08-16,79.07,20.93,3.06,0.00,0.00,0.00,24
2005-08-09,73.79,26.21,3.06,0.00,0.00,0.00,29
2005-08-02,73.45,26.55,3.06,0.00,0.00,0.00,30
2005-07-26,74.02,25.98,3.06,0.00,0.00,0.00,29
2005-07-19,78.54,21.46,3.06,0.00,0.00,0.00,25
2005-07-12,78.54,21.46,3.06,0.00,0.00,0.00,25
2005-07-05,78.54,21.46,3.06,0.00,0.00,0.00,25
2005-06-28,78.54,21.46,3.06,0.00,0.00,0.00,25
2005-06-21,77.68,22.32,3.06,0.00,0.00,0.00,25
2005-06-14,77.11,22.89,3.06,0.00,0.00,0.00,26
2005-06-07,77.11,22.89,3.21,0.00,0.00,0.00,26
2005-05-31,77.11,22.89,3.21,0.00,0.00,0.00,26
2005-05-24,77.11,22.89,3.21,0.00,0.00,0.00,26
2005-05-17,76.18,23.82,3.59,0.00,0.00,0.00,27
2005-05-10,72.71,27.29,5.21,0.00,0.00,0.00,33
2005-05-03,72.43,27.57,7.74,0.02,0.00,0.00,35
2005-04-26,68.41,31.59,9.26,0.45,0.01,0.00,41
2005-04-19,65.30,34.70,11.39,1.46,0.25,0.01,48
2005-04-12,59.96,40.04,19.71,1.46,0.25,0.01,61
2005-04-05,31.41,68.59,30.21,4.43,0.04,0.00,103
2005-03-29,26.19,73.81,38.59,8.08,0.91,0.00,121
2005-03-22,12.90,87.10,56.69,13.99,2.70,0.27,161
2005-03-15,12.90,87.10,56.69,13.99,2.70,0.27,161
2005-03-08,12.90,87.10,56.69,13.99,2.70,0.04,161
2005-03-01,12.90,87.10,56.69,13.99,2.70,0.04,161
2005-02-22,12.90,87.10,56.69,13.99,2.70,0.04,160
2005-02-15,12.90,87.10,56.69,13.99,2.70,0.04,160
2005-02-08,11.64,88.36,63.36,14.02,2.70,0.04,168
2005-02-01,5.88,94.12,73.50,25.58,1.93,0.02,195
2005-01-25,4.22,95.78,74.40,25.58,1.93,0.02,198
2005-01-18,4.32,95.68,74.40,25.58,1.93,0.02,198
2005-01-11,0.00,100.00,74.40,28.23,2.92,0.54,206
2005-01-04,0.00,100.00,75.68,39.40,13.92,0.74,230
2004-12-28,0.00,100.00,76.51,39.51,16.06,0.74,233
2004-12-21,0.00,100.00,76.51,47.02,16.06,0.74,240
2004-12-14,0.00,100.00,76.83,47.95,16.19,0.74,242
2004-12-07,0.00,100.00,78.18,47.98,16.19,0.74,243
2004-11-30,0.00,100.00,78.29,47.98,16.19,0.74,243
2004-11-23,0.00,100.00,94.87,57.98,32.18,0.74,286
2004-11-16,0.00,100.00,100.00,58.89,33.58,0.74,293
2004-11-09,0.00,100.00,100.00,64.70,33.58,0.74,299
2004-11-02,0.00,100.00,100.00,67.83,38.51,0.74,307
2004-10-26,0.00,100.00,100.00,67.83,38.20,0.74,307
2004-10-19,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-10-12,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-10-05,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-09-28,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-09-21,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-09-14,0.00,100.00,100.00,98.80,55.28,1.50,356
2004-09-07,0.00,100.00,100.00,98.80,55.28,1.64,356
2004-08-31,0.00,100.00,100.00,98.80,55.64,1.64,356
2004-08-24,0.00,100.00,100.00,98.80,55.64,1.64,356
2004-08-17,0.00,100.00,100.00,98.80,55.79,1.94,357
2004-08-10,0.00,100.00,100.00,98.80,47.19,1.94,348
2004-08-03,0.00,100.00,100.00,98.80,47.57,1.94,348
2004-07-27,0.00,100.00,100.00,98.80,47.57,1.94,348
2004-07-20,0.00,100.00,100.00,98.80,47.57,1.94,348
2004-07-13,0.00,100.00,100.00,98.80,47.57,1.94,348
2004-07-06,0.00,100.00,100.00,98.80,46.70,1.94,347
2004-06-29,0.00,100.00,100.00,98.80,46.70,1.94,347
2004-06-22,0.00,100.00,100.00,98.80,46.70,1.94,347
2004-06-15,0.00,100.00,100.00,98.74,46.70,1.94,347
2004-06-08,0.00,100.00,100.00,98.74,46.69,1.94,347
2004-06-01,0.00,100.00,100.00,98.95,46.63,1.94,347
2004-05-25,0.00,100.00,100.00,98.94,46.63,1.94,348
2004-05-18,0.00,100.00,100.00,92.90,46.63,2.36,342
2004-05-11,0.00,100.00,100.00,92.90,46.63,2.10,342
2004-05-04,0.00,100.00,100.00,92.90,46.63,1.99,342
2004-04-27,0.00,100.00,100.00,89.61,51.95,1.99,344
2004-04-20,0.00,100.00,100.00,89.61,51.95,1.99,344
2004-04-13,0.00,100.00,100.00,89.61,51.95,1.99,344
2004-04-06,0.00,100.00,100.00,91.05,51.96,2.32,345
2004-03-30,0.00,100.00,100.00,84.75,51.31,2.32,338
2004-03-23,0.00,100.00,100.00,84.75,51.31,2.32,338
2004-03-16,0.00,100.00,100.00,84.75,49.64,2.32,337
2004-03-09,0.00,100.00,100.00,84.75,49.64,2.32,337
2004-03-02,0.00,100.00,100.00,84.75,49.64,2.32,337
2004-02-24,0.00,100.00,100.00,100.00,64.09,13.03,377
2004-02-17,0.00,100.00,100.00,100.00,64.09,13.03,377
2004-02-10,0.00,100.00,100.00,100.00,64.16,13.03,377
2004-02-03,0.00,100.00,100.00,100.00,64.49,13.03,378
2004-01-27,0.00,100.00,100.00,100.00,64.49,12.85,377
2004-01-20,0.00,100.00,100.00,100.00,64.49,12.85,377
2004-01-13,0.00,100.00,100.00,100.00,64.42,12.75,377
2004-01-06,0.00,100.00,100.00,100.00,64.45,12.85,377
2003-12-30,0.00,100.00,100.00,100.00,68.72,15.99,385
2003-12-23,0.00,100.00,100.00,100.00,100.00,18.77,419
2003-12-16,0.00,100.00,100.00,100.00,100.00,19.29,419
2003-12-09,0.00,100.00,100.00,100.00,100.00,18.65,419
2003-12-02,0.00,100.00,100.00,100.00,99.99,18.84,419
2003-11-25,0.00,100.00,100.00,100.00,100.00,18.03,418
2003-11-18,0.00,100.00,100.00,100.00,99.99,17.42,417
2003-11-11,0.00,100.00,100.00,100.00,99.99,17.80,418
2003-11-04,0.00,100.00,100.00,100.00,99.99,15.43,415
2003-10-28,0.00,100.00,100.00,100.00,99.92,14.22,414
2003-10-21,0.00,100.00,100.00,100.00,99.97,14.46,414
2003-10-14,0.00,100.00,100.00,100.00,100.00,14.46,414
2003-10-07,0.00,100.00,100.00,100.00,98.25,15.46,414
2003-09-30,0.00,100.00,100.00,100.00,98.59,15.24,414
2003-09-23,0.00,100.00,100.00,100.00,98.24,14.46,413
2003-09-16,0.00,100.00,100.00,100.00,98.45,14.58,413
2003-09-09,0.00,100.00,100.00,100.00,100.00,15.39,415
2003-09-02,0.00,100.00,100.00,100.00,100.00,16.16,416
2003-08-26,0.00,100.00,100.00,100.00,100.00,19.07,419
2003-08-19,0.00,100.00,100.00,100.00,100.00,18.66,419
2003-08-12,0.00,100.00,100.00,100.00,100.00,18.56,419
2003-08-05,0.00,100.00,100.00,100.00,100.00,18.53,419
2003-07-29,0.00,100.00,100.00,100.00,100.00,24.47,424
2003-07-22,0.00,100.00,100.00,100.00,100.00,12.23,412
2003-07-15,0.00,100.00,100.00,100.00,100.00,9.78,410
2003-07-08,0.00,100.00,100.00,100.00,99.52,10.61,410
2003-07-01,0.00,100.00,100.00,100.00,99.64,10.29,410
2003-06-24,0.00,100.00,100.00,100.00,99.74,10.37,410
